,asin,category,color,description,details,name,size,department,demographic,division,subcategory,type,detail_type
393,B0084SI5PM,Wrist Watches,missing,"Imported Add a remarkable plot twist to your story with the ruggedly-chic look of this Michael Kors™ timepiece. Silver-tone stainless steel case with faux alabaster resin links. Jewelry clasp closure. Three-hand analog display with quartz movement, three sub-dials and date display window. Chronograph functionality. Silver-tone dial includes hour markers and brand name. Dial ring features split-second track. Polished top ring. Water resistant 5 ATM/50 meters. Measurements: Case Height: 38 mm Case Width: 38 mm Case Depth: 13 mm Band Width: 25 2⁄5 mm Band Circumference/Length: 7 1⁄2 in Weight: 4.56 oz",missing,Michael Kors Women's MK4263 - Runway Twist Chronograph,missing,"Clothing, Shoes & Jewelry ", Women , Watches ,,,
394,B0084TKIOM,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
395,B0084X8BSI,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
396,B0084ZAEFY,Jeans,missing,"63% Cotton/35% Polyester/2% Spandex Imported Machine Wash Low-rise super-skinny jegging featuring five-pocket styling and zip fly with button closure Rise: 7.5"", Inseam: 31"", Leg opening: 10""",missing,YMI Juniors Basic Skinny Legging Jean,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,,,
397,B0084ZAQL6, Jackets & Coats ,missing,"60% Cotton/40% Polyester Imported Button closure Dry Clean Only Double-breasted trench coat featuring shoulder epaulets, zip-out liner, and detachable collar Belted waist and cuffs for adjustable fit Exterior side-slash pockets and multiple interior pockets Classic Fit",missing,Hart Schaffner Marx Men's Burnett Trench Coat,missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,Wool & Blends,,
398,B0084ZF74C,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
399,B0084ZGJ6W," Lingerie, Sleep & Lounge ",missing,"89% Nylon, 11% Spandex; Lace: 77% Nylon, 23% Spandex Imported Hand Wash Stretch lace with micro satin Clean finish wings, back and straps, no elastics or threads to rub against your skin, assure a modern sleek appeal",missing,Felina Women's Parisenne Demi Contour Memory Foam Bra,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Bras ,Everyday Bras
400,B008500688, Dresses ,missing,76% rayon/20% nylon/4% spandex Imported Hand Wash Sleevless Belted,missing,XOXO Juniors Black Sheath Suiting Dress,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,Work,,
401,B00851C6GM,Jeans,missing,100% Cotton Button closure Machine Wash Boys jeans Adjustable waistband up to size 12 5-pocket design Rear spade pocket with arcuate stitch,missing,Levi's Boys' 514 Straight Fit Jeans,missing,"Clothing, Shoes & Jewelry ", Boys , Clothing ,,,
402,B00851M3YW,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
403,B00852IW4G, Athletic ,missing,100% Synthetic Imported Rubber sole Water-draining shoe with smooth hook-and-loop straps with contrast logo and detailing Open-toe construction prevents water pooling Lightweight foam midsole Durabrasion rubber outsole Lightweight and collapsible for travel,missing,Teva Women's Barracuda Sandal,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Sport Sandals & Slides,,
404,B00852J312,"Tops, Tees & Blouses",missing,95% Cotton/5% Spandex Imported Machine Wash Waffle-knit Henley featuring colorful scoop neckline and embroidered logo at chest,missing,US Polo Assn. Juniors Thermal Henley,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,,,
405,B00852JDU8, Outdoor ,missing,100% Leather and textile Imported Rubber sole Breathable hiking shoe featuring waterproof membrane and lace-up vamp Shock-absorbing ShocPad heel Nylon stability shank Spider365 rubber outsole for traction and durability,missing,Teva Women's Sky Lake Waterproof Hiking Shoe,missing,"Clothing, Shoes & Jewelry ", Women , Shoes , Hiking & Trekking ,Hiking Shoes,
406,B008546CVE, Dresses ,missing,95/5 Poly Spandex Blend Beaded Necklace Halter Maxi Legenth Imported,missing,Shirred Tube Top Halter Maxi Dress / Coverup with Jewelry Trim in Silky 'ITY' Tie Dye Paisley Print Fabric,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,Casual,,
407,B008546GG0, Dresses ,missing,95/5 Poly Spandex Blend Beaded Necklace Halter Maxi Legenth Imported,missing,Halter Top Maxi Dress / Coverup with Empire Waist in Silky 'ITY' Tropical Print Fabric,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,Casual,,
408,B00854X0BY,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
409,B00856LESS,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
410,B00856U6BE,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
411,B00856U7BI,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
412,B00856U7WC,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
413,B00857Q7X4," Lingerie, Sleep & Lounge ",missing,"Cup, Cup and Strap Extensions, Back, Frame: 86% Polyester/14% Spandex; Strap Extension, Frame and Center Inner Linings: 100% Nylon; Strap Pad, Frame and Center Linings: 100% Polyester; Cup: Lining: 92% Polyester/8% Spandex Imported sports-bras closure Machine Wash Lightweight fabrics provide high support Convertible comfort straps for versatility Adjustable straps for customized fit",missing,Champion Women's Smoothie Sports Bra,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Bras ,Sports Bras
414,B00857Q7XY," Lingerie, Sleep & Lounge ",missing,"Cup Side Back Frame: 76% Nylon, 24% Spandex; Strap Extension Pad Center and Sling Linings: 100% Polyester; Frame and Strap Extension Inner Linings: 100% Nylon Imported Not applicable Hook and Eye closure Machine Wash Convertible comfort straps for versatility Targeted ventilation",missing,Champion Women's Shape Too Sports Bra,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Bras ,Sports Bras
415,B00857SQ6K,,missing,"Body: 92% Nylon, 8% Spandex Imported underwear closure Machine Wash 4-way stretch Targeted mesh for ventilation Lightweight soft comfortable fabric",missing,Champion Women's Fitness Hipster,missing,"Clothing, Shoes & Jewelry ",Women,,,,
416,B00857SQ8S," Lingerie, Sleep & Lounge ",missing,92% Nylon/8% Spandex Not applicable Pull On closure Machine Wash Convertible straps for versatility Adjustable straps for a customized fit Targeted mesh for ventilation,missing,Champion Women's All Day Sports Bra,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Bras ,Sports Bras
417,B00857SR8M, Active ,missing,Body: 87% Polyester/13% Spandex; Pocket: 100% Polyester Imported Machine Wash Stretch for ease of movement Ergonomic flat seams Lockdown zipper pulls Reflective C-logo and script Moisture management,missing,Champion Women's Absolute Workout Jacket,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,Track & Active Jackets,,
418,B00857ST3K," Lingerie, Sleep & Lounge ",missing,"92% Nylon, 8% Spandex Imported Not applicable underwear closure Machine Wash 4-way stretch Targeted mesh for ventilation",missing,Champion Women's Fitness Thong,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie ,Shapewear,
419,B00857TG00, Skirts ,missing,"72% Cotton, 27% Polyester, 1% Spandex Imported Machine Wash 20-Inch Length Contour waistband with stretch interling to prevent gapping at back waist Back slit for ease of movement Five pocket denim styling for style and convenience",missing,Dickies Women's Denim Skirt,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,Casual,,
420,B00857TGC8,Jeans,missing,74% cotton/25% polyester/1% spandex Imported No fur Machine Wash Flattering slim-fit jean in mid-rise stretch denim featuring boot cut opening with five-pocket styling Contoured waistband with stretch interlining to prevent gapping at back waist Rivet reinforcements on front pockets Signature stitch detailing at back pockets,missing,Dickies Women's Slim Bootcut Jean,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,,,
421,B00857TGEQ,Jeans,missing,"74% Cotton, 25% Polyester, 1% Spandex Imported No fur Machine Wash Flattering slim fit mid-rise made of stretch denim to comfortably hugs your body and keep its shape all day long. Contoured waistband with stretch interlining to prevent gapping at back waist Rivet reinforcements on front pockets for durability Signature stitch detailing on back pockets",missing,Dickies Women's Slim Straight Leg Jean,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,,,
422,B00857Z15Y," Lingerie, Sleep & Lounge ",missing,"Body: 79% Nylon, 21% Elastane Imported Hand Wash Signature stretch foam cups Fully adjustable front straps for easy comfort Beautiful lace wings backed with soft mesh Everyday soft microfiber",missing,Maidenform Women's One Fab Fit Embellished Push Up Bra,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Bras ,Everyday Bras
423,B008595ZH6,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
424,B008596LFQ,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
425,B008596OA8,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
426,B008596OMQ,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
427,B0085971YQ,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
428,B008597380,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
429,B0085973MQ,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
430,B0085A491I, Shirts ,missing,"100% Cotton Imported Button closure Machine Wash 5.5-ounce, 100% cotton ring-spun flannel Two chest pockets with button closures Triple-stitched main seams Relaxed fit",missing,Carhartt Men's Trumbull Plaid Shirt Midweight Flannel Relaxed Fit,missing,"Clothing, Shoes & Jewelry ", Men , Big & Tall , Button-Down Shirts ,Casual Button-Down Shirts,
431,B0085BAC2W, Jackets & Coats ,missing,100% Polyester Imported Machine Wash Top half of lining polar fleece Two front slash pockets Full front zipper closure Faux coyote trim,missing,U.S. Polo Assn. Men's Short Snorkel Jacket,missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,Down & Down Alternative,,
432,B0085BN0JO,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
433,B0085CK9X8,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
434,B0085CN1QU,Travel Wallets,missing,"100% nylon Imported Rounded-edge wallet featuring zip-around closure and front slip pocket with logo plaque Removable wristlet strap One interior zip and two slip pockets, three card slots, ID window, two exterior pockets",missing,Baggallini Essential Wallet,missing,"Clothing, Shoes & Jewelry ", Luggage & Travel Gear , Travel Accessories ,,,
435,B0085E311S," Lingerie, Sleep & Lounge ",missing,79% Nylon/21% Elastane Imported Hand Wash Full-coverage bra featuring sheer lace top panels with breathable mesh sides and bottom Adjustable straps Bow applique at center front Four-row hook-and-eye closure at back,missing,Lilyette Women's Enchantment Three-Section Unlined Minimizer Underwire Bra,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Bras ,Minimizers
436,B0085EBAIY, Clothing ,missing,"52% Cotton, 45% Polyester, 3% Spandex Imported Machine Wash Contemporary fit crew neck warm-up jacket Snap details and contemporary styling Features multi needle contrast topstitching on the princess seams, yokes and pockets Roomy patch pockets with multi sectional utility slots and an wickingcold bungee loop Center back length: 28 inch",missing,Dickies Gen Flex Women's Crew Neck Solid Scrub Jacket,missing,"Clothing, Shoes & Jewelry ", Women ," Uniforms, Work & Safety ", Medical ,Scrub Tops,
437,B0085F5RZ0,Wrist Watches,unavailable,"Imported Gold-tone stainless steel bracelet watch with tonal dial featuring Roman numeral hour markers, chronograph functions, and date window at six o'clock 38 mm stainless steel case with mineral dial window Quartz movement with analog display Stainless steel band with fold-over clasp with double push-button safety Water resistant to 100 m (330 ft): In general, suitable for swimming and snorkeling, but not scuba diving",missing,Michael Kors Women's Lexington Gold-Tone Watch MK5556,missing,"Clothing, Shoes & Jewelry ", Women , Watches ,,,
438,B0085F9IUK,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
439,B0085FHB40, Boots ,missing,"100% Leather Imported Cow fur Synthetic sole Shaft measures approximately 5.5"" from arch Heel measures approximately 3.5"" Boot opening measures approximately 11.5"" around",missing,Nine West Women's Beenthinkn Ankle Boot,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Ankle & Bootie,,
440,B0085HK8MU, Necklaces ,missing,Sterling silver necklace featuring a cross pendant decorated with Swarovski cubic zirconia stones Curb chain with spring-ring clasp Crafted in .925 sterling silver Imported,missing,"Sterling Silver and Swarovski Zirconia Cross Pendant Necklace, 18""",missing,"Clothing, Shoes & Jewelry ", Women , Jewelry ,Pendants,,
441,B0085IF0J0,Active,unavailable,"100% Cotton Imported Machine Wash 9.5-ounce, 100% cotton flat-back rib-knit fabric Rib-knit crewneck and cuffs Elbow patches Relaxed fit",missing,Carhartt Men's Big & Tall Sweater Knit Quarter Zip Relaxed Fit,missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,,,
442,B0085IF2K2,Jeans,missing,100% Cotton Imported Machine Wash Black jean featuring five-pocket styling and straight leg,missing,Carhartt Men's Relaxed Straight Colored Denim,missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,,,
443,B0085IF2MK,Jeans,missing,100% Cotton Imported Button closure Machine Wash Classic five-pocket jean in straight-leg silhouette featuring back pockets with logo patch,missing,Carhartt Men's Loose Fit Straight Leg Jean,missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,,,
444,B0085IG1NY, Shirts ,missing,100% Cotton Machine Wash Side-seamed construction minimizes twisting Left-chest pocket with sewn on carhartt label Tagless neck label Carhartt lmpact logo printed on left sleeve,missing,Carhartt Men's Big & Tall Impact Logo Long Sleeve Pocket T-Shirt Original Fit,missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,T-Shirts,,
445,B0085IOZ5U," Lingerie, Sleep & Lounge ",missing,"61% Nylon, 28% Polyester, 11% Spandex Imported Hand Wash Soft, flat, wide satin strap elastic at the bottom wing Retro style flat, wide satin strap elastic with metal slide feature at front platform Bottom band and back strap form V back feature Coordinating tanga, bikini and thong available.",missing,b.tempt'd by Wacoal Women's Express Yourself Underwire Bra,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Bras ,Everyday Bras
