,asin,category,color,description,details,name,size,department,demographic,division,subcategory,type,detail_type
427,B000KKQ2UW, Sandals ,missing,100% Nubuck/Satin/Webbing Imported Rubber sole Easy on,missing,Jambu Women's Capetown,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Flip-Flops,,
428,B000KKRSYG,Slippers,missing,"Leather Sheep Fur Rubber sole Dyed Sheep, Fur Origin: Australia Rubber sole Heel measures approximately 0.75"" Platform measures approximately 0.5"" 100 percent sheepskin lining^Leather upper^100 percent sheepskin insole^Rubber outsole",missing,Old Friend Women's Scuff,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,,,
429,B000KKSMCS,Slippers,missing,100% Leather Imported Synthetic sole Men’s slippers on the bottom are marked “M” which stands for men’s not medium. All women’s slippers the bottoms are marked “L” which stands for ladies not large. Enjoy the warming quality and comfort of a shearling fleece lining with this QUICK GRIP® leather slipper Suede leather upper,missing,Old Friend Men's Adjustable Strap Slipper,missing,"Clothing, Shoes & Jewelry ", Men , Shoes ,,,
430,B000KKTPD8, Inserts & Insoles ,missing,"Synthetic Imported 0.7"" high 14"" wide FIT PROFILE: High volume / High profile (Volume refers to the amount of space the insole will take up in your shoe. Profile is how much shape you can expect to feel under your foot). Full-length Superfeet insoles are supposed to be trimmed to fit in your shoes STABILIZER CAP: acts as the base of the insole that supports the rearfoot and provides structure and stability to the foam layer DEEP HEEL CUP: features the widest and deepest heel cup that offers maximum support and can help with natural shock absorption",missing,"Superfeet GREEN Insoles, Professional-Grade High Arch Orthotic Insert for Maximum Support, Unisex, Green",missing,Health & Household , Health Care , Foot Health ,Insoles,,
431,B000KKU12W,Sandals,missing,"100% Leather Imported Lug Sole sole Heel measures approximately 1"" Platform measures approximately 0.5"" Trail rated Easy on Adjustable straps",missing,Jambu Women's Coconut Sandal,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,,,
433,B000KL20GG,,missing,"Great Luster Ring If you want the brilliance of diamonds without the expense then our CZ collection is absolutely made for you Simple gifts are always the best. Silver rings make great impromptu gestures of affections or personal gifts. This makes a great promise ring as well. silver rings are low key and easy to pair with outfits, so it makes a great year round gift for yourself or someone else. Rings are the most versatile jewelry because a good ring never goes out of style. This ring arrives in a free gift box. This ring is perfect for your wife, girlfriend or soon to be fiance. Great for Christmas, anniversary, valentines or birthday gifts. Treat your loved ones with a beautiful silver ring. 30 day money back guarantee with any order. exceptional customer service. Gem Avenue is committed to making our customers happy. We inspect every item before shipping. We ship from the USA. Fast, secure and reliable delivery. Orders are shipped within 24 hours except on weekends.",missing,Gem Avenue 925 Sterling Silver CZ Princess Cut Solitaire Prong Set Clear Cubic Zirconia Rings for Women,missing,"Clothing, Shoes & Jewelry ", Women ,Jewelry,,,
434,B000KL7HHS,Shoe Horns & Boot Jacks,missing,"mens Made in USA 19"" total length Eight (8) individual pieces assembled by hand 3/4"" Classic solid wood spindle Strong but flexible spring and a hanger cap for convenient storage MADE IN THE USA",missing,"19"" Shoe Horns - Made in the USA",missing,"Clothing, Shoes & Jewelry "," Shoe, Jewelry & Watch Accessories ", Shoe Care & Accessories ,,,
435,B000KLW7GO,,missing,100% Cotton Imported Machine Wash Fits below waist Straight leg,missing,Levi's Men's Light Weight Straight Leg Twill Pant,missing,"Clothing, Shoes & Jewelry ", Men ,Clothing,,,
437,B000KMABUC,Boots,missing,100% N/A Synthetic sole Superfeet 3/4 length doesn't require trimming and won't fill-up your toe box Durable outer material provides the support while the structure foam bed resists compression for all-day comfort Locating Ridge under the arch keeps these inserts locked directly below your heel & arch Anatomically shaped for a woman's foot and high heeled footwear,missing,Superfeet Women's 3/4 High Heel Premium Insoles,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,,,
438,B000KMETCS,Pumps,missing,"Pumps to please your feet with cushioned comfort Premium leather upper provides breathable comfort Antifungal, antibacterial latex foam footbed cushions from heel to toe, while helping keep feet fresh Combination last (shape) hugs the heel and gives toes room to move Impact-resistant nylon heel lift helps reduce walking stress on the heel",missing,Ros Hommerson Women’s Cathy Pump,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,,,
440,B000KN0BS8, Underwear ,missing,"100% Cotton Cotton Machine Wash Full Rise Waistline with Contoured Leg Openings Double E-Layered Fly Construction for Maximum Comfort and Absorbency Exclusive Y-Front Fly, premium multi panel jockey tailoring for a perfect fit",missing,"Jockey Men's Full Rise Brief, 6 Pack",missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,Briefs,,
441,B000KNE14S,Wrist Watches,missing,"Made in USA or Imported Round watch with crystal hour markers featuring luminous hands and chronograph subdials 43 mm plastic case with mineral dial window Quartz movement with analog display and date window Stainless steel band with fold-over clasp Water resistant to 30 m (99 ft): In general, withstands splashes or brief immersion in water, but not suitable for swimming",missing,Swatch Men's SVCK4032G Stainless Steel Analog Watch with Gold-Tone Dial,missing,"Clothing, Shoes & Jewelry ", Men , Watches ,,,
442,B000KPP352, Inserts & Insoles ,missing,"HIGH-IMPACT foam forefoot Imported FIT PROFILE: Medium volume / Medium profile (Volume refers to the amount of space the insole will take up in your shoe. Profile is how much shape you can expect to feel under your foot) REINFORCED STABILIZER CAP: the base of the insole that supports the rearfoot and provides structure and stability to the foam layer DEEP HEEL CUP: features a deep, narrow heel cup that helps support the foot during high-impact activities and long distances SUPERFEET SHAPE: designed with a slimmer heel and an arch length to fit the female foot, the signature Superfeet shape helps stabilize and support the foot, which can help reduce stress on feet, ankles and knees HIGH-IMPACT FOAM FOREFOOT: provides greater shock absorption during high-impact activities like walking, running, or playing on hard, unforgiving surfaces",missing,"Superfeet BERRY Women's Comfort High Arch Support and Forefoot Cushion Orthotic Insoles for Anti-fatigue, Womens, Berry",missing,Health & Household , Health Care , Foot Health ,Insoles,,
443,B000KPPICA, Inserts & Insoles ,missing,"Synthetic Synthetic lining Manmade sole 2"" high 4"" wide Box labels show correct size range.Insoles only show whole sizes imprinted. Box labels show correct size range.Insoles only show whole sizes imprinted.",missing,Superfeet Women's 3/4 Premium Insoles,missing,Health & Household , Health Care , Foot Health ,Insoles,,
444,B000KR1CYG, Outdoor ,missing,"Leather Made in USA or Imported Synthetic sole Shaft measures approximately 4"" from arch Made in USA or Imported",missing,Merrell Men's Moab Ventilator Mid Hiking Boot,missing,"Clothing, Shoes & Jewelry ", Men , Shoes , Hiking & Trekking ,Hiking Boots,
446,B000KUMKOY, Men ,missing,"100% Cotton Unique vintage wash gives cap a stylish lived-in look that enhances as it wears 100% cotton twill 6-panel construction, unstructured, low profile Features Velcro closure, fashion-curved bill, contrast rollover underbill, contrast stitching and stitched eyelets Slight tinting and variations are a natural characteristic of the special dye process.",missing,Port & Company Men's Brushed Twill Low Profile Cap,missing,Sports & Outdoors , Sports & Fitness , Clothing , Accessories ,Hats & Caps,
448,B000KW8FPA,,missing,"zipper closure Zipper closure Two adjustable handles Two end pockets and large front pockets with organizer section Measures: 13.5""w x 13.5""h x 5""d. 100% microfiber has a great feel",missing,"Port Authority Microfiber Tote ,",missing,"Clothing, Shoes & Jewelry ", Luggage & Travel Gear ,Luggage,,,
449,B000KZAVL8, Exotic Apparel ,unavailable,Polyester Ties behind the neck Includes matching g-string pantie One size form fitting Perfect Gift Idea!,missing,"SeXy Sheer Stretch Lace Nightgown Long Gown Thong Panty Set Black or Red Color: Red, ONE SIZE",missing,"Clothing, Shoes & Jewelry ", Novelty & More , Clothing , Women ,Nightgowns,
453,B000L1EDLK,Pumps,missing,"100% Leather or fabric Imported Synthetic sole Heel measures approximately 2 1/2"" Simple and sleek, yet irresistible, the Jackie-2 pump from Walking Cradles® is here to turn heads!",missing,Ros Hommerson Women's Valentine Pump,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,,,
454,B000L3CHC0,Wrist Watches,unavailable,Imported Precise Swiss-Quartz movement Scratch-resistant-sapphire crystal Case diameter: 39.8 mm Stainless-steel case; Black dial; Day function; Chronograph functions Water resistant to 660 feet (200 M): suitable for recreational scuba diving,missing,Tissot Men's T17158652 PRC 200 Chronograph Watch,missing,"Clothing, Shoes & Jewelry ", Men , Watches ,,,
455,B000L6A8LO, Running ,missing,80% Coolmax Polyester/20% Lycra Spandex Imported Machine Wash Cw-x's patented exo-web offers Gentle and continuous joint support UPF 50+ for UVA/UVB protection Interior key pocket at the waistband for small storage,missing,CW-X Women's Expert,missing,Sports & Outdoors , Sports & Fitness , Exercise & Fitness , Clothing , Women ,Tights
456,B000L6EZR2, Jackets & Coats ,unavailable,"This fits your .     Make sure this fitsby entering your model number.    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Fabric offers natural feel and excellent breathability Extra generous cut Non-wicking oilskin collar, won't wick rain into liner Soft premium cotton lining Cape",missing,Down Under Australian Oilskin Drover,missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,Trench & Rain,,
457,B000L7J18Y, Socks & Hosiery ,missing,"61% Cotton, 35% Polyester, 2% Rubber, 1% Nylon, 1% Spandex Pull On closure Machine Wash Super soft cotton blend No show socks line the shoe with minimal visability Reinforced heel and toe for added durability Comfort toe seaming, our most comfortable seam ever",missing,"Hanes Women's Athletic No-Show Socks, 6-Pack",missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,No Show & Liner Socks,,
459,B000LF4GL8, Jewelry Boxes & Organizers ,missing,"This fits your .     Make sure this fitsby entering your model number.    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Risk-Free Shopping: quality assurance in addition to a no-question-asked return policy",missing,Dahlia Silky Embroidered Brocade Jewelry Travel Organizer Roll Pouch - Burgundy,missing,"Clothing, Shoes & Jewelry "," Shoe, Jewelry & Watch Accessories ", Jewelry Accessories ,Jewelry Rolls,,
460,B000LFG4A4, Accessories ,missing,NA Imported plastic frame glass lens Polarized Bridge: 22 millimeters Arm: 150 millimeters,missing,Ray-Ban RB2140 Wayfarer Sunglasses,missing,"Clothing, Shoes & Jewelry ", Women , Contemporary & Designer , Sunglasses & Eyewear Accessories ,Sunglasses,
461,B000LGEOFK, Shoes ,missing,100% Leather Made in the USA or Imported Rubber sole Thong sandal featuring contrast wedge heel and logoed strap with rolled seam Anatomical arch support Grippy logoed outsole,missing,Reef Men's Leather Marbea Thong Sandal,missing,"Clothing, Shoes & Jewelry ", Men ," Surf, Skate & Street ",Sandals,,
462,B000LJEG50, Sunglasses & Eyewear Accessories ,missing,"Performance-tested sunglasses with classic aviator styling. The General has been a favorite of U.S. military pilots for more than 50 years. Matte Chrome frame with bayonet temples for added comfort; AO original soft case included; Frames measure 52mm; Calobar Green Glass lense. Pure and polished, distortion-free optical glass lens chemically toughened and hardened for impact and scratch resistance. 98% UVA/100% UVB protection;",missing,AO Eyewear Original Pilot Sunglasses 55mm Matte Chrome Frames with Bayonet Temples and True Color Grey Glass Lenses (OP52M.BA.TC),missing,"Clothing, Shoes & Jewelry ", Men , Accessories ,Sunglasses,,
464,B000LK1ZE4," Lingerie, Sleep & Lounge ",missing,"70% Polymide, 30% Elastane Imported Hook and Eye closure Machine wash 70% Polyesteramide, 30% Elastane Smooth second skin underwire Best fit and comfort",missing,Rosa Faia by Anita Women's Twin Underwire Bra,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Bras ,Everyday Bras
465,B000LK22AU," Lingerie, Sleep & Lounge ",missing,"75% Polyester, 15% Nylon, 5% Elastane, 5% Cotton Imported Hook and Eye closure Hand Wash Imported from Thailand Hook and Eye Closure Extreme Control Machine Washable, Hand Dry",missing,Anita Women's Plus Size Extreme Control Sport Bra,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Bras ,Sports Bras
466,B000LMLFO2," Tops, Tees & Blouses ",missing,"3.7 oz., 97% cotton, 3% spandex 97% cotton, 3% spandex with classic feminine shape for a flattering fit; fine stitching throughout; delicate, pearlized buttons on front placket; back yoke; princess seams; bust darts; three-quarter sleeve with fold-up cuff detail",missing,Devon & Jones Black Three-Quarter-Sleeve Stretch Poplin Blouse DP625W,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,Blouses & Button-Down Shirts,,
467,B000LNE9O4, Clothing ,missing,100% Cotton Imported Zipper closure Machine Wash Outdoor cargo short in 10-oz. ripstop fabric featuring large back pockets with contrast taping and logo patch Room2Move fit with gusseted crotch 1000 denier DuPont Cordura-lined back pockets,missing,Wrangler Men’s RIGGS WORKWEAR Ranger Cargo Pant,missing,"Clothing, Shoes & Jewelry ", Men ," Uniforms, Work & Safety ", Work Utility & Safety ,Shorts,
468,B000LNHCCU, Costumes & Cosplay Apparel ,missing,"100% Polyester Imported Hand Wash Includes a beautiful crushed velvet dress with attached veils and gold trim and matching headpiece Greek goddess wig, armbands & sandals not included.",missing,California Costumes Women's Athenian Goddess Costume,missing,"Clothing, Shoes & Jewelry ", Costumes & Accessories , Women ,Costumes,,
